# {'Alias': '03', 'Session': '02', 'tstamp': '20230811_1449', 'nTrials': 50}
subj stair range standard standard_rgb comparison start_dir trial response rt 
03 training medium 68.83 52 58 high 1 space 1.41
03 training medium 72.17 62 56 low 1 space 1.56
03 training medium 75.5 77 53 low 1 f 1.38
03 training medium 65.5 44 61 high 1 j 1.7
03 training medium 75.5 77 61 low 2 space 2.38
03 training medium 68.83 52 66 high 2 j 1.57
03 training medium 65.5 44 53 high 2 space 1.62
03 training medium 72.17 62 48 low 2 f 2.38
03 training medium 72.17 62 54 low 3 f 2.38
03 training medium 65.5 44 45 high 3 space 1.51
03 training medium 75.5 77 69 low 3 j 1.32
03 training medium 68.83 52 60 high 3 space 2.38
03 training medium 68.83 52 54 high 4 space 1.63
03 training medium 65.5 44 37 high 4 f 1.61
03 training medium 75.5 77 63 low 4 space 2.37
03 training medium 72.17 62 60 low 4 j 2.37
03 training medium 75.5 77 57 low 5 f 1.33
03 training medium 68.83 52 48 high 5 f 1.34
03 training medium 65.5 44 43 high 5 space 1.36
03 training medium 72.17 62 56 low 5 space 1.58
03 training medium 72.17 62 52 low 6 space 1.44
03 training medium 68.83 52 52 high 6 space 2.38
03 training medium 75.5 77 61 low 6 space 2.38
03 training medium 65.5 44 49 high 6 space 1.45
03 training medium 72.17 62 48 low 7 space 1.63
03 training medium 75.5 77 65 low 7 j 1.2
03 training medium 65.5 44 55 high 7 space 1.45
03 training medium 68.83 52 56 high 7 j 2.38
03 training medium 68.83 52 52 high 8 space 1.71
03 training medium 72.17 62 44 low 8 f 1.37
03 training medium 65.5 44 61 high 8 j 1.21
03 training medium 75.5 77 61 low 8 j 1.26
03 training medium 72.17 62 48 low 9 f 1.34
03 training medium 75.5 77 57 low 9 space 1.4
03 training medium 68.83 52 48 high 9 f 2.38
03 training medium 65.5 44 57 high 9 j 1.61
03 training medium 68.83 52 52 high 10 space 1.21
03 training medium 65.5 44 53 high 10 space 1.17
03 training medium 72.17 62 52 low 10 space 1.27
03 training medium 75.5 77 53 low 10 f 1.8
03 training medium 65.5 44 49 high 11 space 1.39
03 training medium 72.17 62 56 low 11 j 2.38
03 training medium 75.5 77 57 low 11 space 1.36
03 training medium 68.83 52 56 high 11 j 1.64
03 training medium 75.5 77 61 low 12 j 1.74
03 training medium 68.83 52 52 high 12 space 1.4
03 training medium 72.17 62 52 low 12 space 6.99
03 training medium 65.5 44 45 high 12 f 1.61
03 training medium 68.83 52 48 high 13 f 1.65
03 training medium 75.5 77 57 low 13 space 1.52
03 training medium 65.5 44 49 high 13 space 1.54
03 training medium 72.17 62 48 low 13 f 1.37
03 training medium 75.5 77 53 low 14 f 2.37
03 training medium 65.5 44 53 high 14 space 1.36
03 training medium 72.17 62 52 low 14 space 1.35
03 training medium 65.5 44 57 high 15 j 1.37
03 training medium 72.17 62 56 low 15 j 1.4
03 training medium 65.5 44 53 high 16 space 1.21
03 training medium 65.5 44 49 high 17 f 1.4
03 training medium 65.5 44 53 high 18 space 1.42
03 training medium 65.5 44 57 high 19 j 1.48
03 stair_76.5_medium_4 medium 76.5 82 32 low 1 f 1.42
03 stair_71.5_medium_2 medium 71.5 60 32 low 1 f 1.32
03 stair_71.5_medium_3 medium 71.5 60 61 high 1 j 1.24
03 stair_74.0_medium_2 medium 74.0 70 56 low 1 space 1.59
03 stair_71.5_medium_1 medium 71.5 60 57 high 1 space 1.33
03 stair_76.5_medium_1 medium 76.5 82 32 low 1 f 1.24
03 stair_69.0_medium_4 medium 69.0 52 40 low 1 space 1.69
03 stair_66.5_medium_1 medium 66.5 46 53 high 1 j 1.45
03 stair_66.5_medium_4 medium 66.5 46 62 high 1 j 1.38
03 stair_74.0_medium_1 medium 74.0 70 56 low 1 space 1.25
03 stair_69.0_medium_3 medium 69.0 52 49 high 1 f 1.24
03 stair_76.5_medium_3 medium 76.5 82 34 low 1 f 1.25
03 stair_69.0_medium_2 medium 69.0 52 46 low 1 space 2.38
03 stair_74.0_medium_4 medium 74.0 70 40 low 1 f 1.42
03 stair_66.5_medium_2 medium 66.5 46 40 low 1 f 1.67
03 stair_71.5_medium_4 medium 71.5 60 43 low 1 f 1.43
03 stair_66.5_medium_3 medium 66.5 46 41 low 1 space 1.39
03 stair_74.0_medium_3 medium 74.0 70 68 high 1 j 1.38
03 stair_76.5_medium_2 medium 76.5 82 45 low 1 f 1.29
03 stair_69.0_medium_1 medium 69.0 52 42 low 1 f 1.38
03 stair_66.5_medium_1 medium 66.5 46 47 high 2 space 1.54
03 stair_71.5_medium_3 medium 71.5 60 55 high 2 space 1.38
03 stair_74.0_medium_2 medium 74.0 70 50 low 2 f 1.49
03 stair_71.5_medium_2 medium 71.5 60 38 low 2 f 1.32
03 stair_76.5_medium_3 medium 76.5 82 40 low 2 f 1.27
03 stair_76.5_medium_1 medium 76.5 82 38 low 2 f 1.14
03 stair_66.5_medium_4 medium 66.5 46 56 high 2 j 1.36
03 stair_69.0_medium_3 medium 69.0 52 55 high 2 j 1.78
03 stair_69.0_medium_4 medium 69.0 52 34 low 2 f 1.21
03 stair_76.5_medium_4 medium 76.5 82 38 low 2 f 1.37
03 stair_69.0_medium_1 medium 69.0 52 48 low 2 space 1.33
03 stair_76.5_medium_2 medium 76.5 82 51 low 2 space 1.54
03 stair_74.0_medium_4 medium 74.0 70 46 low 2 f 1.32
03 stair_66.5_medium_2 medium 66.5 46 46 low 2 space 1.33
03 stair_66.5_medium_3 medium 66.5 46 35 low 2 f 1.21
03 stair_74.0_medium_3 medium 74.0 70 62 high 2 j 1.32
03 stair_69.0_medium_2 medium 69.0 52 40 low 2 space 1.34
03 stair_74.0_medium_1 medium 74.0 70 50 low 2 space 1.38
03 stair_71.5_medium_1 medium 71.5 60 63 high 2 j 1.23
03 stair_71.5_medium_4 medium 71.5 60 49 low 2 space 1.36
03 stair_76.5_medium_1 medium 76.5 82 44 low 3 f 1.3
03 stair_69.0_medium_2 medium 69.0 52 34 low 3 f 1.73
03 stair_66.5_medium_2 medium 66.5 46 52 low 3 space 2.38
03 stair_71.5_medium_4 medium 71.5 60 55 low 3 space 1.37
03 stair_66.5_medium_3 medium 66.5 46 38 low 3 f 1.35
03 stair_69.0_medium_4 medium 69.0 52 37 low 3 f 1.19
03 stair_76.5_medium_4 medium 76.5 82 44 low 3 f 1.54
03 stair_69.0_medium_1 medium 69.0 52 54 low 3 space 1.71
03 stair_74.0_medium_1 medium 74.0 70 44 low 3 f 1.26
03 stair_74.0_medium_4 medium 74.0 70 52 low 3 space 1.42
03 stair_76.5_medium_2 medium 76.5 82 57 low 3 space 1.42
03 stair_69.0_medium_3 medium 69.0 52 52 high 3 space 1.35
03 stair_76.5_medium_3 medium 76.5 82 46 low 3 f 1.23
03 stair_74.0_medium_3 medium 74.0 70 56 high 3 space 1.46
03 stair_66.5_medium_1 medium 66.5 46 41 high 3 f 1.33
03 stair_71.5_medium_1 medium 71.5 60 60 high 3 j 1.4
03 stair_71.5_medium_3 medium 71.5 60 49 high 3 space 1.59
03 stair_71.5_medium_2 medium 71.5 60 44 low 3 f 1.29
03 stair_66.5_medium_4 medium 66.5 46 50 high 3 space 1.64
03 stair_74.0_medium_2 medium 74.0 70 53 low 3 j 3.23
03 stair_74.0_medium_1 medium 74.0 70 47 low 4 f 1.53
03 stair_71.5_medium_4 medium 71.5 60 61 low 4 j 1.28
03 stair_69.0_medium_3 medium 69.0 52 49 high 4 space 1.28
03 stair_66.5_medium_1 medium 66.5 46 44 high 4 f 1.33
03 stair_66.5_medium_3 medium 66.5 46 41 low 4 f 1.28
03 stair_66.5_medium_4 medium 66.5 46 44 high 4 f 1.41
03 stair_76.5_medium_3 medium 76.5 82 52 low 4 space 1.57
03 stair_71.5_medium_3 medium 71.5 60 43 high 4 f 1.47
03 stair_76.5_medium_4 medium 76.5 82 50 low 4 f 5.43
03 stair_69.0_medium_2 medium 69.0 52 37 low 4 f 1.41
03 stair_69.0_medium_1 medium 69.0 52 60 low 4 j 1.36
03 stair_76.5_medium_2 medium 76.5 82 63 low 4 j 1.51
03 stair_71.5_medium_1 medium 71.5 60 57 high 4 space 2.38
03 stair_66.5_medium_2 medium 66.5 46 58 low 4 j 2.38
03 stair_74.0_medium_2 medium 74.0 70 51.5 low 4 f 2.38
03 stair_69.0_medium_4 medium 69.0 52 40 low 4 f 1.21
03 stair_71.5_medium_2 medium 71.5 60 50 low 4 space 1.65
03 stair_74.0_medium_4 medium 74.0 70 58 low 4 space 1.52
03 stair_74.0_medium_3 medium 74.0 70 50 high 4 j 2.38
03 stair_76.5_medium_1 medium 76.5 82 50 low 4 f 1.37
03 stair_69.0_medium_2 medium 69.0 52 40 low 5 f 1.54
03 stair_76.5_medium_3 medium 76.5 82 58 low 5 space 1.49
03 stair_74.0_medium_3 medium 74.0 70 44 high 5 f 1.56
03 stair_69.0_medium_3 medium 69.0 52 46 high 5 f 1.59
03 stair_69.0_medium_1 medium 69.0 52 57 low 5 space 5.12
03 stair_66.5_medium_3 medium 66.5 46 44 low 5 f 1.24
03 stair_74.0_medium_1 medium 74.0 70 50 low 5 f 2.38
03 stair_66.5_medium_1 medium 66.5 46 47 high 5 f 1.63
03 stair_66.5_medium_2 medium 66.5 46 55 low 5 space 2.38
03 stair_69.0_medium_4 medium 69.0 52 43 low 5 f 1.35
03 stair_74.0_medium_2 medium 74.0 70 53.0 low 5 space 7.27
03 stair_66.5_medium_4 medium 66.5 46 47 high 5 f 1.44
03 stair_71.5_medium_4 medium 71.5 60 58 low 5 j 1.53
03 stair_76.5_medium_4 medium 76.5 82 56 low 5 space 1.6
03 stair_76.5_medium_1 medium 76.5 82 56 low 5 space 1.48
03 stair_71.5_medium_2 medium 71.5 60 56 low 5 space 1.6
03 stair_74.0_medium_4 medium 74.0 70 64 low 5 j 1.38
03 stair_71.5_medium_3 medium 71.5 60 46 high 5 f 1.31
03 stair_71.5_medium_1 medium 71.5 60 54 high 5 space 1.38
03 stair_76.5_medium_2 medium 76.5 82 60 low 5 j 1.62
03 stair_74.0_medium_1 medium 74.0 70 53 low 6 space 1.35
03 stair_71.5_medium_2 medium 71.5 60 62 low 6 j 1.42
03 stair_71.5_medium_4 medium 71.5 60 55 low 6 space 1.44
03 stair_74.0_medium_4 medium 74.0 70 61 low 6 j 1.37
03 stair_74.0_medium_3 medium 74.0 70 47 high 6 f 1.59
03 stair_66.5_medium_4 medium 66.5 46 50 high 6 space 1.39
03 stair_66.5_medium_3 medium 66.5 46 47 low 6 space 1.4
03 stair_71.5_medium_1 medium 71.5 60 51 high 6 f 2.38
03 stair_76.5_medium_1 medium 76.5 82 62 low 6 j 1.57
03 stair_76.5_medium_4 medium 76.5 82 62 low 6 j 1.54
03 stair_69.0_medium_1 medium 69.0 52 54 low 6 space 1.38
03 stair_66.5_medium_1 medium 66.5 46 50 high 6 space 1.38
03 stair_66.5_medium_2 medium 66.5 46 52 low 6 space 1.38
03 stair_76.5_medium_2 medium 76.5 82 57 low 6 f 2.38
03 stair_76.5_medium_3 medium 76.5 82 64 low 6 j 1.44
03 stair_74.0_medium_2 medium 74.0 70 54.5 low 6 space 2.38
03 stair_69.0_medium_4 medium 69.0 52 46 low 6 f 1.42
03 stair_69.0_medium_2 medium 69.0 52 43 low 6 f 1.29
03 stair_69.0_medium_3 medium 69.0 52 47.5 high 6 f 1.56
03 stair_71.5_medium_3 medium 71.5 60 49 high 6 space 1.63
03 stair_76.5_medium_3 medium 76.5 82 61 low 7 j 1.44
03 stair_71.5_medium_3 medium 71.5 60 52 high 7 space 1.45
03 stair_71.5_medium_2 medium 71.5 60 59 low 7 space 1.5
03 stair_74.0_medium_4 medium 74.0 70 58 low 7 space 1.46
03 stair_74.0_medium_1 medium 74.0 70 56 low 7 space 1.58
03 stair_76.5_medium_4 medium 76.5 82 59 low 7 f 2.38
03 stair_76.5_medium_2 medium 76.5 82 58.5 low 7 space 1.29
