# {'Alias': '05', 'Session': '01', 'tstamp': '20230814_1325', 'nTrials': 50}
subj stair range standard standard_rgb comparison start_dir trial response rt 
05 training low 60.0 33 29 low 1 j 5.18
05 training low 68.0 50 31 high 1 j 5.84
05 training low 65.33 44 26 low 1 f 8.43
05 training low 62.67 39 31 high 1 f 12.46
05 training low 62.67 39 39 high 2 f 4.39
05 training low 60.0 33 21 low 2 j 5.29
05 training low 68.0 50 23 high 2 f 6.41
05 training low 65.33 44 34 low 2 j 4.4
05 training low 68.0 50 29 high 3 f 3.36
05 training low 60.0 33 13 low 3 j 5.05
05 training low 65.33 44 28 low 3 f 3.35
05 training low 62.67 39 47 high 3 j 2.38
05 training low 68.0 50 35 high 4 f 5.54
05 training low 60.0 33 10 low 4 f 5.16
05 training low 62.67 39 41 high 4 j 2.37
05 training low 65.33 44 32 low 4 f 17.08
05 training low 60.0 33 16 low 5 j 6.41
05 training low 68.0 50 41 high 5 f 5.04
05 training low 62.67 39 35 high 5 j 9.71
05 training low 65.33 44 36 low 5 f 4.4
05 training low 60.0 33 12 low 6 f 5.03
05 training low 65.33 44 40 low 6 space 2.38
05 training low 62.67 39 29 high 6 f 3.13
05 training low 68.0 50 47 high 6 space 11.46
05 training low 62.67 39 33 high 7 f 6.4
05 training low 68.0 50 53 high 7 j 4.39
05 training low 65.33 44 44 low 7 j 6.39
05 training low 60.0 33 16 low 7 f 6.4
05 training low 60.0 33 20 low 8 space 20.51
05 training low 65.33 44 40 low 8 f 12.44
05 training low 62.67 39 37 high 8 space 1.78
05 training low 68.0 50 49 high 8 f 3.3
05 training low 68.0 50 53 high 9 j 3.25
05 training low 65.33 44 44 low 9 f 3.7
05 training low 60.0 33 24 low 9 space 9.38
05 training low 62.67 39 41 high 9 j 2.38
05 training low 60.0 33 28 low 10 f 8.43
05 training low 65.33 44 48 low 10 j 6.41
05 training low 68.0 50 49 high 10 f 12.44
05 training low 62.67 39 37 high 10 space 3.03
05 training low 62.67 39 33 high 11 j 8.43
05 training low 68.0 50 53 high 11 f 10.44
05 training low 60.0 33 32 low 11 f 3.02
05 training low 65.33 44 44 low 11 space 3.19
05 training low 68.0 50 57 high 12 j 3.55
05 training low 62.67 39 29 high 12 f 1.75
05 training low 60.0 33 36 low 12 j 3.82
05 training low 65.33 44 40 low 12 space 1.62
05 training low 65.33 44 36 low 13 f 3.45
05 training low 62.67 39 33 high 13 space 3.25
05 training low 60.0 33 32 low 13 space 8.41
05 training low 60.0 33 28 low 14 space 16.46
05 training low 62.67 39 37 high 14 f 7.22
05 training low 60.0 33 24 low 15 f 3.03
05 training low 62.67 39 41 high 15 j 1.37
05 training low 62.67 39 37 high 16 space 2.37
05 training low 60.0 33 28 low 16 space 5.1
05 training low 60.0 33 32 low 17 j 1.6
05 training low 62.67 39 33 high 17 j 11.8
05 training low 62.67 39 29 high 18 f 5.14
05 stair_61.5_low_1 low 61.5 36 28 low 1 f 8.41
05 stair_66.5_low_3 low 66.5 46 46 high 1 f 5.83
05 stair_59.0_low_2 low 59.0 31 43 high 1 j 4.39
05 stair_69.0_low_2 low 69.0 52 39 low 1 f 2.38
05 stair_69.0_low_1 low 69.0 52 21 low 1 f 1.72
05 stair_66.5_low_4 low 66.5 46 42 low 1 f 2.38
05 stair_59.0_low_3 low 59.0 31 43 high 1 j 8.43
05 stair_64.0_low_3 low 64.0 41 39 high 1 j 8.43
05 stair_66.5_low_1 low 66.5 46 24 low 1 f 2.38
05 stair_64.0_low_1 low 64.0 41 46 high 1 f 9.78
05 stair_61.5_low_4 low 61.5 36 21 low 1 f 2.38
05 stair_61.5_low_2 low 61.5 36 33 high 1 space 2.98
05 stair_64.0_low_4 low 64.0 41 47 high 1 j 1.73
05 stair_59.0_low_1 low 59.0 31 23 low 1 j 5.34
05 stair_69.0_low_3 low 69.0 52 48 low 1 f 6.41
05 stair_66.5_low_2 low 66.5 46 20 low 1 f 3.26
05 stair_69.0_low_4 low 69.0 52 37 low 1 f 2.38
05 stair_59.0_low_4 low 59.0 31 29 high 1 j 6.4
05 stair_61.5_low_3 low 61.5 36 38 high 1 space 7.72
05 stair_64.0_low_2 low 64.0 41 20 low 1 f 4.38
05 stair_69.0_low_1 low 69.0 52 27 low 2 f 2.38
05 stair_66.5_low_4 low 66.5 46 48 low 2 space 6.96
05 stair_66.5_low_2 low 66.5 46 26 low 2 f 3.28
05 stair_61.5_low_2 low 61.5 36 39 high 2 j 1.61
05 stair_61.5_low_3 low 61.5 36 44 high 2 j 3.28
05 stair_59.0_low_3 low 59.0 31 37 high 2 j 1.55
05 stair_64.0_low_3 low 64.0 41 33 high 2 f 12.45
05 stair_59.0_low_2 low 59.0 31 37 high 2 j 12.45
05 stair_59.0_low_1 low 59.0 31 17 low 2 f 3.66
05 stair_69.0_low_4 low 69.0 52 43 low 2 j 1.74
05 stair_66.5_low_1 low 66.5 46 30 low 2 f 3.67
05 stair_64.0_low_2 low 64.0 41 26 low 2 f 8.41
05 stair_59.0_low_4 low 59.0 31 23 high 2 space 4.4
05 stair_66.5_low_3 low 66.5 46 52 high 2 space 6.99
05 stair_61.5_low_1 low 61.5 36 34 low 2 space 5.24
05 stair_69.0_low_2 low 69.0 52 45 low 2 f 2.38
05 stair_69.0_low_3 low 69.0 52 54 low 2 j 2.38
05 stair_61.5_low_4 low 61.5 36 27 low 2 f 14.48
05 stair_64.0_low_4 low 64.0 41 41 high 2 j 10.43
05 stair_64.0_low_1 low 64.0 41 52 high 2 j 1.66
05 stair_64.0_low_4 low 64.0 41 35 high 3 f 2.38
05 stair_59.0_low_3 low 59.0 31 31 high 3 j 3.53
05 stair_64.0_low_1 low 64.0 41 49 high 3 j 1.71
05 stair_66.5_low_1 low 66.5 46 36 low 3 f 1.3
05 stair_69.0_low_2 low 69.0 52 51 low 3 f 4.38
05 stair_69.0_low_3 low 69.0 52 51 low 3 space 11.33
05 stair_64.0_low_2 low 64.0 41 32 low 3 f 2.38
05 stair_66.5_low_3 low 66.5 46 58 high 3 j 2.38
05 stair_61.5_low_2 low 61.5 36 36 high 3 space 6.41
05 stair_59.0_low_2 low 59.0 31 31 high 3 j 5.72
05 stair_61.5_low_1 low 61.5 36 40 low 3 j 4.4
05 stair_59.0_low_1 low 59.0 31 20 low 3 space 7.37
05 stair_69.0_low_1 low 69.0 52 33 low 3 f 1.8
05 stair_69.0_low_4 low 69.0 52 40 low 3 f 1.81
05 stair_66.5_low_2 low 66.5 46 32 low 3 space 2.38
05 stair_64.0_low_3 low 64.0 41 36 high 3 space 11.78
05 stair_61.5_low_4 low 61.5 36 33 low 3 space 6.4
05 stair_61.5_low_3 low 61.5 36 41 high 3 j 2.38
05 stair_59.0_low_4 low 59.0 31 17 high 3 f 3.74
05 stair_66.5_low_4 low 66.5 46 54 low 3 j 1.7
05 stair_69.0_low_4 low 69.0 52 41.5 low 4 f 1.4
05 stair_61.5_low_2 low 61.5 36 33 high 4 f 6.4
05 stair_64.0_low_1 low 64.0 41 46 high 4 j 5.12
05 stair_66.5_low_1 low 66.5 46 42 low 4 f 7.45
05 stair_66.5_low_2 low 66.5 46 38 low 4 f 8.41
05 stair_64.0_low_4 low 64.0 41 38 high 4 j 6.41
05 stair_59.0_low_2 low 59.0 31 25 high 4 f 9.12
05 stair_59.0_low_1 low 59.0 31 23 low 4 space 4.4
05 stair_69.0_low_1 low 69.0 52 39 low 4 f 1.78
05 stair_59.0_low_3 low 59.0 31 25 high 4 space 3.44
05 stair_69.0_low_2 low 69.0 52 57 low 4 space 3.05
05 stair_61.5_low_4 low 61.5 36 39 low 4 j 6.41
05 stair_64.0_low_3 low 64.0 41 39 high 4 space 4.4
05 stair_61.5_low_1 low 61.5 36 37 low 4 j 11.2
05 stair_64.0_low_2 low 64.0 41 38 low 4 j 2.38
05 stair_66.5_low_4 low 66.5 46 51 low 4 j 2.38
05 stair_59.0_low_4 low 59.0 31 20 high 4 f 4.4
05 stair_61.5_low_3 low 61.5 36 38 high 4 j 11.3
05 stair_66.5_low_3 low 66.5 46 55 high 4 space 2.38
05 stair_69.0_low_3 low 69.0 52 48 low 4 j 2.38
05 stair_61.5_low_1 low 61.5 36 34 low 5 j 4.39
05 stair_61.5_low_3 low 61.5 36 35 high 5 j 3.4
05 stair_64.0_low_4 low 64.0 41 36.5 high 5 space 5.74
05 stair_64.0_low_1 low 64.0 41 43 high 5 j 2.39
05 stair_69.0_low_2 low 69.0 52 63 low 5 j 2.38
05 stair_64.0_low_2 low 64.0 41 35 low 5 f 13.06
05 stair_59.0_low_1 low 59.0 31 26 low 5 j 2.38
05 stair_64.0_low_3 low 64.0 41 42 high 5 j 2.38
05 stair_59.0_low_4 low 59.0 31 23 high 5 space 3.0
05 stair_61.5_low_2 low 61.5 36 34.5 high 5 space 9.33
05 stair_61.5_low_4 low 61.5 36 36 low 5 space 3.1
05 stair_66.5_low_3 low 66.5 46 52 high 5 j 2.38
05 stair_69.0_low_1 low 69.0 52 45 low 5 f 1.78
05 stair_66.5_low_4 low 66.5 46 48 low 5 j 3.4
05 stair_66.5_low_1 low 66.5 46 48 low 5 f 13.2
05 stair_66.5_low_2 low 66.5 46 44 low 5 f 4.39
05 stair_69.0_low_3 low 69.0 52 45 low 5 f 2.38
05 stair_69.0_low_4 low 69.0 52 43.0 low 5 f 1.44
05 stair_59.0_low_2 low 59.0 31 28 high 5 j 3.27
05 stair_59.0_low_3 low 59.0 31 19 high 5 f 4.38
05 stair_66.5_low_1 low 66.5 46 54 low 6 j 1.56
05 stair_64.0_low_3 low 64.0 41 40.5 high 6 space 3.01
05 stair_61.5_low_4 low 61.5 36 33 low 6 j 3.72
05 stair_69.0_low_1 low 69.0 52 51 low 6 space 3.61
05 stair_66.5_low_3 low 66.5 46 49 high 6 space 9.62
05 stair_69.0_low_2 low 69.0 52 60 low 6 j 1.53
05 stair_59.0_low_2 low 59.0 31 26.5 high 6 j 3.79
05 stair_64.0_low_4 low 64.0 41 35.0 high 6 j 2.38
05 stair_64.0_low_1 low 64.0 41 40 high 6 j 1.66
05 stair_64.0_low_2 low 64.0 41 36.5 low 6 space 2.38
05 stair_59.0_low_1 low 59.0 31 24.5 low 6 j 2.38
05 stair_61.5_low_1 low 61.5 36 31 low 6 j 9.29
05 stair_61.5_low_2 low 61.5 36 36.0 high 6 j 4.39
05 stair_69.0_low_4 low 69.0 52 44.5 low 6 f 6.42
05 stair_66.5_low_4 low 66.5 46 45 low 6 j 1.63
05 stair_69.0_low_3 low 69.0 52 46.5 low 6 space 3.31
05 stair_61.5_low_3 low 61.5 36 32 high 6 f 6.4
05 stair_66.5_low_2 low 66.5 46 50 low 6 j 1.55
05 stair_59.0_low_3 low 59.0 31 22 high 6 j 2.98
05 stair_59.0_low_4 low 59.0 31 26 high 6 j 3.6
05 stair_59.0_low_1 low 59.0 31 23.0 low 7 space 4.38
05 stair_66.5_low_2 low 66.5 46 47 low 7 space 2.38
05 stair_61.5_low_2 low 61.5 36 34.5 high 7 j 5.34
05 stair_69.0_low_3 low 69.0 52 48.0 low 7 j 3.45
05 stair_64.0_low_1 low 64.0 41 37 high 7 j 3.67
